boundary_index,boundary_temperature_c,sample_count,median_us,p95_us,max_us,max_pass_index,max_row_index,calls_over_max_ceiling,exceedance_fraction,calls_with_gc_activity,exceedances_with_gc_activity,screen_classification
205,270.61141203641887,64,7.85,9.3,9.7,50,205,0,0,0,0,SCREEN-WITHIN-CEILING
93,268.64694446921374,64,7.7,9.3,9.6,33,93,0,0,0,0,SCREEN-WITHIN-CEILING
94,268.6578054487708,64,7.85,9.3,9.6,41,94,0,0,0,0,SCREEN-WITHIN-CEILING
195,270.4477130711076,64,7.8,9.3,9.6,41,195,0,0,0,0,SCREEN-WITHIN-CEILING
257,273.84035230278926,64,8.05,9.3,9.6,56,257,0,0,0,0,SCREEN-WITHIN-CEILING
142,269.69983050823214,64,7.6,9.3,9.4,11,142,0,0,0,0,SCREEN-WITHIN-CEILING
311,282.8545599937439,64,7.7,9.2,15.2,5,311,0,0,0,0,SCREEN-WITHIN-CEILING
242,272.04927046298974,64,7.8,9.2,12.8,6,242,0,0,0,0,SCREEN-WITHIN-CEILING
298,280.2734861910343,64,7.699999999999999,9.2,12.6,40,298,0,0,0,0,SCREEN-WITHIN-CEILING
259,274.1351564466953,64,8.05,9.2,11.1,53,259,0,0,0,0,SCREEN-WITHIN-CEILING
149,269.77926023006455,64,7.85,9.2,11,41,149,0,0,0,0,SCREEN-WITHIN-CEILING
145,269.7228007018567,64,7.7,9.2,10.3,41,145,0,0,0,0,SCREEN-WITHIN-CEILING
34,48.042088118195466,64,8.4,9.2,10.2,56,34,0,0,0,0,SCREEN-WITHIN-CEILING
256,273.8153027057647,64,7.9,9.2,10.2,6,256,0,0,0,0,SCREEN-WITHIN-CEILING
196,270.47928985357294,64,7.65,9.2,10.1,48,196,0,0,0,0,SCREEN-WITHIN-CEILING
58,48.78828783631326,64,8.05,9.2,10,42,58,0,0,0,0,SCREEN-WITHIN-CEILING
258,273.96743665337556,64,7.95,9.2,10,36,258,0,0,0,0,SCREEN-WITHIN-CEILING
288,278.3475722014904,64,7.9,9.2,10,29,288,0,0,0,0,SCREEN-WITHIN-CEILING
302,281.1006812334059,64,7.65,9.2,9.8,6,302,0,0,0,0,SCREEN-WITHIN-CEILING
317,283.8935488522053,64,7.65,9.2,9.8,50,317,0,0,0,0,SCREEN-WITHIN-CEILING
49,48.548930336534966,64,8.05,9.2,9.7,41,49,0,0,0,0,SCREEN-WITHIN-CEILING
98,268.8640391409398,64,7.65,9.2,9.7,41,98,0,0,0,0,SCREEN-WITHIN-CEILING
36,48.11442436575891,64,8.25,9.2,9.6,0,36,0,0,0,0,SCREEN-WITHIN-CEILING
128,269.53180425763105,64,7.9,9.2,9.6,57,128,0,0,0,0,SCREEN-WITHIN-CEILING
292,279.20919802188894,64,7.65,9.2,9.3,28,292,0,0,0,0,SCREEN-WITHIN-CEILING
56,48.739292983710754,64,8.149999999999999,9.1,22.9,33,56,0,0,0,0,SCREEN-WITHIN-CEILING
303,281.3032880485058,64,7.6,9.1,21.7,39,303,0,0,0,0,SCREEN-WITHIN-CEILING
299,280.48288751244525,64,7.6,9.1,12.9,26,299,0,0,0,0,SCREEN-WITHIN-CEILING
148,269.7605286598206,64,7.8,9.1,11.2,41,148,0,0,0,0,SCREEN-WITHIN-CEILING
315,283.581404775381,64,7.6,9.1,10.9,47,315,0,0,0,0,SCREEN-WITHIN-CEILING
316,283.75422302484503,64,7.45,9.1,10.5,53,316,0,0,0,0,SCREEN-WITHIN-CEILING
46,48.45728705078358,64,8.3,9.1,10.3,53,46,0,0,0,0,SCREEN-WITHIN-CEILING
171,270.0122033536435,64,7.9,9.1,10.3,21,171,0,0,0,0,SCREEN-WITHIN-CEILING
295,279.8510682284831,64,7.9,9.1,10.3,52,295,0,0,0,0,SCREEN-WITHIN-CEILING
119,269.45672143101694,64,7.7,9.1,10,42,119,0,0,0,0,SCREEN-WITHIN-CEILING
287,278.13301288485525,64,7.85,9.1,10,29,287,0,0,0,0,SCREEN-WITHIN-CEILING
293,279.42397137880334,64,7.85,9.1,10,42,293,0,0,0,0,SCREEN-WITHIN-CEILING
308,282.28788021802904,64,7.7,9.1,10,27,308,0,0,0,0,SCREEN-WITHIN-CEILING
312,283.03934067487717,64,7.7,9.1,10,27,312,0,0,0,0,SCREEN-WITHIN-CEILING
301,280.8963150322435,64,7.6,9.1,9.9,6,301,0,0,0,0,SCREEN-WITHIN-CEILING
48,48.51906575113537,64,8.149999999999999,9.1,9.7,36,48,0,0,0,0,SCREEN-WITHIN-CEILING
314,283.4027534067633,64,7.6,9.1,9.5,5,314,0,0,0,0,SCREEN-WITHIN-CEILING
178,270.0794281482697,64,7.95,9.1,9.4,41,178,0,0,0,0,SCREEN-WITHIN-CEILING
183,270.1535745382308,64,7.85,9.1,9.4,41,183,0,0,0,0,SCREEN-WITHIN-CEILING
175,270.0460875153541,64,7.75,9,11.5,48,175,0,0,0,0,SCREEN-WITHIN-CEILING
96,268.75488118529313,64,7.95,9,11,23,96,0,0,0,0,SCREEN-WITHIN-CEILING
180,270.0950280129906,64,7.8,9,10,42,180,0,0,0,0,SCREEN-WITHIN-CEILING
100,268.9904044747353,64,7.8,9,9.9,18,100,0,0,0,0,SCREEN-WITHIN-CEILING
174,270.02921333909023,64,7.9,9,9.5,17,174,0,0,0,0,SCREEN-WITHIN-CEILING
37,48.15044099241493,64,8.25,9,9.4,9,37,0,0,0,0,SCREEN-WITHIN-CEILING
176,270.0522645592689,64,7.699999999999999,9,9.4,12,176,0,0,0,0,SCREEN-WITHIN-CEILING
190,270.3355482459067,64,7.85,9,9.4,42,190,0,0,0,0,SCREEN-WITHIN-CEILING
319,340,64,6.1,7.1,7.3,36,319,0,0,0,0,SCREEN-WITHIN-CEILING
318,300,64,5.8,6.8,9.5,50,318,0,0,0,0,SCREEN-WITHIN-CEILING
66,250,64,5.1,6.5,6.8,24,66,0,0,0,0,SCREEN-WITHIN-CEILING
296,280,64,5.45,6.4,6.7,17,296,0,0,0,0,SCREEN-WITHIN-CEILING
65,225,64,4.9,6.2,6.4,24,65,0,0,0,0,SCREEN-WITHIN-CEILING
63,175,64,4.5,6,18.8,41,63,0,0,0,0,SCREEN-WITHIN-CEILING
64,200,64,4.65,5.8,7,41,64,0,0,0,0,SCREEN-WITHIN-CEILING
62,150,64,4.3,5.7,8.4,49,62,0,0,0,0,SCREEN-WITHIN-CEILING
61,125,64,4.1,4.9,6,53,61,0,0,0,0,SCREEN-WITHIN-CEILING
60,100,64,3.9,4.6,4.8,41,60,0,0,0,0,SCREEN-WITHIN-CEILING
