lane,run_index,boundary_index,boundary_temperature_c,sample_count,median_us,p95_us,max_us,max_pass_index,max_row_index,calls_over_max_ceiling,exceedance_fraction,calls_with_gc_activity,exceedances_with_gc_activity,nonzero_allocation_calls,fallback_calls
A,2,0,47.25379668027165,64,8.2,8.5,9.7,0,0,0,0,0,0,0,0
A,2,1,47.25636326000097,64,8.1,8.5,10.9,58,1,0,0,0,0,0,0
A,2,2,47.260731856524956,64,8.1,8.2,8.6,20,2,0,0,0,0,0,0
A,2,3,47.26746165007364,64,8.1,8.3,9.9,29,3,0,0,0,0,0,0
A,2,4,47.27766643762595,64,8.1,8.2,9.8,40,4,0,0,0,0,0,0
A,2,5,47.28584959805005,64,8.1,8.2,8.2,7,5,0,0,0,0,0,0
A,2,6,47.30439080595971,64,8.1,8.2,8.4,60,6,0,0,0,0,0,0
A,2,7,47.31016860008242,64,8,8.2,8.3,63,7,0,0,0,0,0,0
A,2,8,47.339061117172264,64,8,8.2,8.6,19,8,0,0,0,0,0,0
A,2,9,47.339702007174424,64,8,8.2,8.3,0,9,0,0,0,0,0,0
A,2,10,47.37124681919806,64,8.1,8.2,13.7,40,10,0,0,0,0,0,0
A,2,11,47.38116506189107,64,8,8.2,8.3,40,11,0,0,0,0,0,0
A,2,12,47.405578786134754,64,8.1,8.2,9.6,43,12,0,0,0,0,0,0
A,2,13,47.42490748912098,64,8.1,8.2,9.8,46,13,0,0,0,0,0,0
A,2,14,47.44107317328451,64,8,8.2,9.6,24,14,0,0,0,0,0,0
A,2,15,47.46560525596135,64,8.1,8.2,8.4,35,15,0,0,0,0,0,0
A,2,16,47.476804162561905,64,8.05,8.2,8.2,2,16,0,0,0,0,0,0
A,2,17,47.497136956453346,64,8.1,8.2,9.8,49,17,0,0,0,0,0,0
A,2,18,47.51263943389063,64,8.1,8.2,9.7,11,18,0,0,0,0,0,0
A,2,19,47.514584347605705,64,8.1,8.2,9.6,54,19,0,0,0,0,0,0
A,2,20,47.54827588349582,64,8.1,8.2,8.3,49,20,0,0,0,0,0,0
A,2,21,47.58362434357406,64,8.1,8.3,11.6,11,21,0,0,0,0,0,0
A,2,22,47.61869406104091,64,8.1,8.2,9.9,54,22,0,0,0,0,0,0
A,2,23,47.65354026705023,64,8,8.2,8.3,35,23,0,0,0,0,0,0
A,2,24,47.68824782669549,64,8,8.2,9.8,60,24,0,0,0,0,0,0
A,2,25,47.72291185855869,64,8.1,8.2,8.9,27,25,0,0,0,0,0,0
A,2,26,47.757624070346424,64,8,8.2,8.3,18,26,0,0,0,0,0,0
A,2,27,47.79246309995665,64,8,8.1,8.4,40,27,0,0,0,0,0,0
A,2,28,47.827488413453125,64,8.1,8.2,9.9,20,28,0,0,0,0,0,0
A,2,29,47.862737081945,64,8.1,8.2,9.6,3,29,0,0,0,0,0,0
A,2,30,47.89822296798229,64,8.1,8.2,8.2,2,30,0,0,0,0,0,0
A,2,31,47.93393765389919,64,8.1,8.2,8.3,44,31,0,0,0,0,0,0
A,2,32,47.96985266357666,64,8.1,8.2,9.8,14,32,0,0,0,0,0,0
A,2,33,48.00592249780897,64,8.1,8.3,10,32,33,0,0,0,0,0,0
A,2,34,48.042088118195466,64,8.1,8.2,8.2,1,34,0,0,0,0,0,0
A,2,35,48.07828054577118,64,8,8.2,14.7,32,35,0,0,0,0,0,0
A,2,36,48.11442436575891,64,8.1,8.3,9.7,35,36,0,0,0,0,0,0
A,2,37,48.15044099241493,64,8,8.2,9.4,1,37,0,0,0,0,0,0
A,2,38,48.1862515375019,64,8,8.2,9.7,6,38,0,0,0,0,0,0
A,2,39,48.22177927196026,64,8,8.2,8.3,2,39,0,0,0,0,0,0
A,2,40,48.256951592117616,64,8,8.2,8.3,52,40,0,0,0,0,0,0
A,2,41,48.29170162081721,64,8,8.2,9.7,36,41,0,0,0,0,0,0
A,2,42,48.32596928700798,64,8,8.2,9.6,39,42,0,0,0,0,0,0
A,2,43,48.35970218628648,64,8,8.1,8.2,9,43,0,0,0,0,0,0
A,2,44,48.392855721712124,64,8,8.1,24.7,28,44,0,0,0,0,0,0
A,2,45,48.42539348453289,64,8,8.1,9.7,17,45,0,0,0,0,0,0
A,2,46,48.45728705078358,64,8,8.2,9.7,9,46,0,0,0,0,0,0
A,2,47,48.48851566314704,64,8,8.1,8.2,9,47,0,0,0,0,0,0
A,2,48,48.51906575113537,64,8,8.2,11.3,44,48,0,0,0,0,0,0
A,2,49,48.548930336534966,64,8,8.2,8.2,3,49,0,0,0,0,0,0
A,2,50,48.578108470141956,64,8,8.2,8.2,11,50,0,0,0,0,0,0
A,2,51,48.60660451203586,64,8,8.2,9.5,42,51,0,0,0,0,0,0
A,2,52,48.634427432715825,64,8.1,8.2,9.7,45,52,0,0,0,0,0,0
A,2,53,48.661590208113125,64,8.1,8.2,8.3,44,53,0,0,0,0,0,0
A,2,54,48.6881090790032,64,8.1,8.2,8.9,33,54,0,0,0,0,0,0
A,2,55,48.71400299817316,64,8.1,8.2,8.3,53,55,0,0,0,0,0,0
A,2,56,48.739292983710754,64,8.05,8.2,9.5,48,56,0,0,0,0,0,0
A,2,57,48.76400166004896,64,8.1,8.2,8.3,4,57,0,0,0,0,0,0
A,2,58,48.78828783631326,64,8.1,8.2,8.3,10,58,0,0,0,0,0,0
A,2,59,48.81413910388949,64,8.1,8.2,8.3,49,59,0,0,0,0,0,0
A,2,60,100,64,3.1,3.2,3.3,0,60,0,0,0,0,0,0
A,2,61,125,64,3.3,3.4,5.9,47,61,0,0,0,0,0,0
A,2,62,150,64,3.6,3.7,5.7,47,62,0,0,0,0,0,0
A,2,63,175,64,3.8,3.9,5.4,19,63,0,0,0,0,0,0
A,2,64,200,64,4.1,4.2,4.2,0,64,0,0,0,0,0,0
A,2,65,225,64,4.3,4.4,4.5,0,65,0,0,0,0,0,0
A,2,66,250,64,4.55,4.7,11.1,19,66,0,0,0,0,0,0
A,2,67,267.45358095765107,64,8.3,8.5,10.3,51,67,0,0,0,0,0,0
A,2,68,267.50258015990255,64,8.3,8.5,10,1,68,0,0,0,0,0,0
A,2,69,267.5165805220603,64,8.3,8.5,10,62,69,0,0,0,0,0,0
A,2,70,267.61186883449557,64,8.25,8.4,10,31,70,0,0,0,0,0,0
A,2,71,267.7532800316808,64,8.4,8.5,9.8,2,71,0,0,0,0,0,0
A,2,72,267.76519510746004,64,8.3,8.5,9.9,13,72,0,0,0,0,0,0
A,2,73,267.7772412359715,64,8.3,8.4,8.5,44,73,0,0,0,0,0,0
A,2,74,267.78551645874984,64,8.3,8.4,8.5,49,74,0,0,0,0,0,0
A,2,75,267.82730354666717,64,8.3,8.4,10.1,63,75,0,0,0,0,0,0
A,2,76,267.90293265581147,64,8.3,8.4,8.5,35,76,0,0,0,0,0,0
A,2,77,267.9171129286291,64,8.3,8.4,8.5,35,77,0,0,0,0,0,0
A,2,78,267.93677989244463,64,8.3,8.5,8.6,54,78,0,0,0,0,0,0
A,2,79,268.0753684282305,64,8.3,8.4,9.9,5,79,0,0,0,0,0,0
A,2,80,268.08787213563915,64,8.3,8.4,9.9,34,80,0,0,0,0,0,0
A,2,81,268.18782694339745,64,8.3,8.4,12.5,34,81,0,0,0,0,0,0
A,2,82,268.22862460613226,64,8.3,8.4,8.5,34,82,0,0,0,0,0,0
A,2,83,268.258955323696,64,8.3,8.4,10.2,38,83,0,0,0,0,0,0
A,2,84,268.32134410142896,64,8.3,8.4,9.8,16,84,0,0,0,0,0,0
A,2,85,268.3765215992928,64,8.2,8.4,9.1,32,85,0,0,0,0,0,0
A,2,86,268.3879977881908,64,8.2,8.4,8.5,52,86,0,0,0,0,0,0
A,2,87,268.4279694974422,64,8.3,8.4,9.6,22,87,0,0,0,0,0,0
A,2,88,268.4353395342828,64,8.3,8.4,8.5,55,88,0,0,0,0,0,0
A,2,89,268.43746053576467,64,8.3,8.4,9.9,43,89,0,0,0,0,0,0
A,2,90,268.495750629902,64,8.3,8.4,10.1,43,90,0,0,0,0,0,0
A,2,91,268.5486411511898,64,8.3,8.4,8.6,35,91,0,0,0,0,0,0
A,2,92,268.59354792833335,64,8.3,8.6,9.9,41,92,0,0,0,0,0,0
A,2,93,268.64694446921374,64,8.3,8.5,8.9,34,93,0,0,0,0,0,0
A,2,94,268.6578054487708,64,8.3,8.4,8.9,34,94,0,0,0,0,0,0
A,2,95,268.70778965353986,64,8.3,8.4,8.4,5,95,0,0,0,0,0,0
A,2,96,268.75488118529313,64,8.3,8.4,9.6,11,96,0,0,0,0,0,0
